 kod_knihy,nazev,autor,Kategorie, obor_zanr,umisteni,signatura,zpusob_ziskani,mautritni,pujčena
81,Černošský Pán Bůh a páni Izraeliti,"Bradford, Roakr",próza,,inventář,Žk146,koupená,ne,ne
,3333 km k Jakubovi,"Braunová, Petra",próza,,spotřeba,Žk23/11,koupená,ne,ne
,Ztraceni v čase,"Braunová, Petra",próza,,spotřeba,Žk23/34,koupená,ne,ne
,Dům doktora Fišera,"Braunová, Petra",próza,,spotřeba,Žk23/35,koupená,ne,ne
211,Chytání pstruhů v Americe,"Brautigan, Richard",próza,,inventář,Žk308,koupená,ne,ne
299,V melounovém cukru,"Brautigan, Richard",próza,,inventář,Žk415,koupená,ne,ne
1313,Slepé mapy,"Brdečková, Tereza",próza,,spotřeba,Žk16/16,koupená,ne,ne
1266,Divadelní hry 2 (Matka Kuráž a její děti),"Brecht, Bertolt",drama,,spotřeba,Žk15/11,koupená,ne,ne
306,Nadja,"Breton, Andre",próza,,inventář,Žk422,koupená,ne,ne
80,Pražský kruh,"Brod, Max",próza,,inventář,Žk145,koupená,ne,ne
298,Podivuhodní kouzelníci,"Brousek, Antonín",poezie,,inventář,Žk414,koupená,ne,ne
729,Šifra mistra Leonarda,"Brown, Dan",próza,,inventář,Žk879,koupená,ne,ne
1207,Inferno,"Brown, Dan",próza,,spotřeba,Žk13/56,koupená,ne,ne
,Digitální pevnost,"Brown, Dan",próza,,spotřeba,Žk20/64,koupená,ne,ne
,Anatomie lži,"Brown, Dan",próza,,spotřeba,Žk19/7,koupená,ne,ne
1249,Muž bez ženy není člověk,"Brycz, Pavel",próza,,spotřeba,Žk14/25,koupená,ne,ne
268,"Tajemné dálky, Svítání na západě","Březina, Otokar",poezie,,inventář,Žk383,koupená,ne,ne
,"Řvi potichu, brácho","Březinová, Ivona",próza,,spotřeba,Žk19/38,koupená,ne,ne
300,Gog a magog – Chasidská kronika,"Buber, Martin",próza,,inventář,Žk416,koupená,ne,ne
1054,O zubaté vagíně a králi penisu,"Budínský, Libor",próza,,spotřeba,Žk10/39,koupená,ne,ne
130,"Básně 1974-1978, Láska je pes","Bukowski, Charles",poezie,,inventář,Žk204,koupená,ne,ne
454,Všechny řitě světa i ta má,"Bukowski, Charles",próza,,inventář,Žk586,koupená,ne,ne
457,Ženy,"Bukowski, Charles",próza,,inventář,Žk589,koupená,ne,ne
162,Miniatury,"Bulgakov, Michail",próza,,inventář,Žk249,koupená,ne,ne
523,Mistr a Markétka,"Bulgakov, Michail",próza,,inventář,Žk660,koupená,ne,ne
1210,Mistr a Markétka,"Bulgakov, Michail",próza,,spotřeba,Žk13/59,koupená,ne,ne
321,Baron prášil,"Burger, Gottfried August",próza,,inventář,Žk437,koupená,ne,ne
1078,Mechanický pomeranč,"Burgess, Anthony",próza,,inventář,Žk10/61,koupená,ne,ne
605,Herák,"Burgeess, Melvin",próza,,inventář,Žk747,koupená,ne,ne
661,Feťák,"Burrouhhs, William Seward",próza,,inventář,Žk804,koupená,ne,ne
662,Nahý oběd,"Burrouhhs, William Seward",próza,,inventář,Žk805,koupená,ne,ne
,Andělé na dosah,"Byrneová, Lorna",próza,,spotřeba,Žk21/29,koupená,ne,ne
,Hřbitovní hlína,"Cadhain O´, Mairtín",próza,,spotřeba,Žk18/41,koupená,ne,ne
,Na odstřel,"Cajthaml, Miloš",próza,,spotřeba,Žk18/43,koupená,ne,ne
,Nesnadné idyly,"Calvino, Italo",próza,,spotřeba,Žk18/29,koupená,ne,ne
,Když jedné zimní noci cestující,"Calvino, Italo",próza,,spotřeba,Žk19/4,koupená,ne,ne
1162,Caligula,"Camus, Albert",drama,,spotřeba,Žk13/11,koupená,ne,ne
681,"Cizinec, Pád","Camus, Albert",próza,,inventář,Žk828,koupená,ne,ne
861,Mýtus o Sisyfovi,"Camus, Albert",próza,,inventář,Žk1014,koupená,ne,ne
869,Mor,"Camus, Albert",próza,,inventář,Žk1022,koupená,ne,ne
455,"Slepičí polévka pro duši, 2. porce","Canfield, Jack + Hansen, Mark Victor",próza,,inventář,Žk587,koupená,ne,ne
,Domek v Irsku,"Caplinová, Julie",próza,,spotřeba,Žk22/66,koupená,ne,ne
,Cukrárna v Paříži,"Caplinová, Julie",próza,,spotřeba,Žk22/74,koupená,ne,ne
,Pekárna v Brooklynu,"Caplinová, Julie",próza,,spotřeba,Žk22/75,koupená,ne,ne
,Kavárna v Kodani,"Caplinová, Julie",próza,,spotřeba,Žk22/76,koupená,ne,ne
1021,Jiné životy než ten můj,"Carrere, Emmanuel",próza,,spotřeba,Žk10/5,koupená,ne,ne
1097,Alenka v kraji divů a za zrcadlem,"Carroll, Lewis",próza,,spotřeba,Žk10/80,koupená,ne,ne
1232,Selekce,"Cassová, Kiera",próza,,spotřeba,Žk14/8,koupená,ne,ne
1260,Elita,"Cassová, Kiera",próza,,spotřeba,Žk15/5,koupená,ne,ne
1275,První,"Cassová, Kiera",próza,,spotřeba,Žk15/20,koupená,ne,ne
1335,Dcera,"Cassová, Kiera",próza,,spotřeba,Žk17/15,koupená,ne,ne
1068,Příběhy dona Quijota (převyprávěné),"Cervantes, Miguel de",próza,,spotřeba,Žk10/53,koupená,ne,ne
554,Cid,"Cibula, Václav",próza,,inventář,Žk693,koupená,ne,ne
555,Hrdinské legendy staré Franci,"Cibula, Václav",próza,,inventář,Žk694,koupená,ne,ne
1072,Orfeus – kniha podzemních řek,"Cílek, Václav",próza,,spotřeba,Žk10/55,koupená,ne,ne
1073,Archeus,"Cílek, Václav",próza,,spotřeba,Žk10/56,koupená,ne,ne
1320,Co se děje se světem?,"Cílek, Václav",próza,,spotřeba,Žk16/23,koupená,ne,ne
670,Čínské bajky a povídky,"Cimický, Jan",próza,,inventář,Žk814,koupená,ne,ne
,A ráno přijdou Rusové,"Ciocan, Iulian",próza,,spotřeba,Žk21/54,koupená,ne,ne
293,Zkazky z planety Země,"Clarke, Arthur Charles",próza,,inventář,Žk409,koupená,ne,ne
,Piranesi,"Clarková, Susanne",próza,,spotřeba,Žk22/69,koupená,ne,ne
1272,Král Krysa,"Clavell, James",próza,,spotřeba,Žk15/17,koupená,ne,ne
,Pohřešuje se prezident,"Clinton, Bill + Patterson, James",próza,,spotřeba,Žk21/25,koupená,ne,ne
740,Alchymista,"Coelho, Paulo",próza,,inventář,Žk890,koupená,ne,ne
1081,Poutník – Mágův deník,"Coelho, Paulo",próza,,spotřeba,Žk10/64,koupená,ne,ne
1228,Nevěra,"Coelho, Paulo",próza,,spotřeba,Žk14/04,koupená,ne,ne
1284,U řeky Piedra jsem usedla a plakala,"Coelho, Paulo",próza,,spotřeba,Žk15/29,koupená,ne,ne
,Hanebnost,"Coetzee, J. M.",próza,,spotřeba,Žk19/2,koupená,ne,ne
,"Země příběhů 1, Kouzelné přání","Colfer, Chris",próza,,spotřeba,Žk21/18,koupená,ne,ne
,"Země příběhů 2, Návrat kouzelnice","Colfer, Chris",próza,,spotřeba,Žk21/19,koupená,ne,ne
,"Země příběhů 3, Za hranice království","Colfer, Chris",próza,,spotřeba,Žk21/20,koupená,ne,ne
,"Země příběhů 4, Varování bratří Grimmů","Colfer, Chris",próza,,spotřeba,Žk21/21,koupená,ne,ne
,"Země příběhů 5, Na vlnách fantazie","Colfer, Chris",próza,,spotřeba,Žk21/22,koupená,ne,ne
,"Země příběhů 6, Srážka světů","Colfer, Chris",próza,,spotřeba,Žk21/23,koupená,ne,ne
,Hunger Games 1 – Aréna smrti,"Collinsová, Suzanne",próza,,spotřeba,Žk22/25,koupená,ne,ne
,Hunger Games 2 – Vražedná pomsta,"Collinsová, Suzanne",próza,,spotřeba,Žk22/26,koupená,ne,ne
,Hunger Games 3 – Síla vzdoru,"Collinsová, Suzanne",próza,,spotřeba,Žk22/27,koupená,ne,ne
860,Cid,"Corneille, Pierre",drama,,inventář,Žk1013,koupená,ne,ne
,Konec stříbrného věku,"Cucui, Jasutaka",próza,,spotřeba,Žk18/48,koupená,ne,ne
,Konec stříbrného věku,"Cucui, Jasutaka",próza,,spotřeba,Žk18/89,koupená,ne,ne
722,Domov na konci světa,"Cunningham, Michael",próza,,inventář,Žk872,koupená,ne,ne
723,Hodiny,"Cunningham, Michael",próza,,inventář,Žk873,koupená,ne,ne
324,Dramata,"Čapek, Karel",drama,,inventář,Žk440,koupená,ne,ne
44,Francouzská poezie - překlady,"Čapek, Karel",poezie,,inventář,Žk91,koupená,ne,ne
323,Básnické počátky - překlady,"Čapek, Karel",poezie,,inventář,Žk439,koupená,ne,ne
1358,Francouzská poezie nové doby,"Čapek, Karel",poezie,,spotřeba,Žk18/2,koupená,ne,ne
322,Korespondence 1,"Čapek, Karel",próza,,inventář,Žk438,koupená,ne,ne
325,Měl jsem psa a kočku,"Čapek, Karel",próza,,inventář,Žk441,koupená,ne,ne
326,"První parta, Život a dílo skladatele Foltýna","Čapek, Karel",próza,,inventář,Žk442,koupená,ne,ne
328,Zahradníkův rok,"Čapek, Karel",próza,,inventář,Žk444,koupená,ne,ne
352,Korespondence 2,"Čapek, Karel",próza,,inventář,Žk472,koupená,ne,ne
390,Věštkyně a jasnovidec aneb Na prahu záhad,"Čapek, Karel",próza,,inventář,Žk513,koupená,ne,ne
649,Devatero pohádek,"Čapek, Karel",próza,,inventář,Žk792,koupená,ne,ne
1034,Válka s mloky,"Čapek, Karel",próza,,spotřeba,Žk10/18,koupená,ne,ne
1048,Hordubal,"Čapek, Karel",próza,,spotřeba,Žk10/32,koupená,ne,ne
1079,Povídky z jedné a druhé kapsy,"Čapek, Karel",próza,,spotřeba,Žk10/62,koupená,ne,ne
1123,"Hordubal, Povětroň, Obyčejný život","Čapek, Karel",próza,,spotřeba,Žk11/21,koupená,ne,ne
1293,Továrna na absolutno,"Čapek, Karel",próza,,spotřeba,Žk15/38,koupená,ne,ne
18,Ve stínu lípy,"Čech, Svatopluk",poezie,,inventář,Žk42,koupená,ne,ne
21,Písně otroka,"Čech, Svatopluk",poezie,,inventář,Žk46,koupená,ne,ne
1163,Racek,"Čechov, Anton Pavlovič",drama,,spotřeba,Žk13/12,koupená,ne,ne
1158,Okamžiky,"Čechov, Anton Pavlovič",próza,,spotřeba,Žk13/7,koupená,ne,ne
1280,Padaná letní jablka,"Čechová, Dora",próza,,spotřeba,Žk15/25,koupená,ne,ne
974,"Ohlasy – Ohlas písní ruských, Ohlas písní českých","Čelakovský, František Ladislav",poezie,,spotřeba,Žk08/16,koupená,ne,ne
,Manžela jsem nezabila,"Čen-Jun, Liou",próza,,spotřeba,Žk20/37,koupená,ne,ne
982,Génius Zdeněk Svěrák,"Čermáková, Dana",próza,,spotřeba,Žk09/8,koupená,ne,ne
329,Paměti,"Dačický z Heslova, Mikuláš",próza,,inventář,Žk445,koupená,ne,ne
,Jakub a obří broskev,"Dahl, Roald",próza,,spotřeba,Žk19/25,koupená,ne,ne
,Karlík a továrna na čokoládu,"Dahl, Roald",próza,,spotřeba,Žk19/26,koupená,ne,ne
,"Danny, mistr světa","Dahl, Roald",próza,,spotřeba,Žk19/27,koupená,ne,ne
,Kluk – příběhy z dětství,"Dahl, Roald",próza,,spotřeba,Žk19/28,koupená,ne,ne
,Prevítovi,"Dahl, Roald",próza,,spotřeba,Žk19/29,koupená,ne,ne
,Velké myší spiknutí,"Dahl, Roald",próza,,spotřeba,Žk19/30,koupená,ne,ne
,Kouzelný prst,"Dahl, Roald",próza,,spotřeba,Žk19/31,koupená,ne,ne
,Jirkova zázračná medicína,"Dahl, Roald",próza,,spotřeba,Žk19/32,koupená,ne,ne
,Obr Dobr,"Dahl, Roald",próza,,spotřeba,Žk19/33,koupená,ne,ne
,Fantastický pan lišák,"Dahl, Roald",próza,,spotřeba,Žk19/34,koupená,ne,ne
,Matylda,"Dahl, Roald",próza,,spotřeba,Žk19/35,koupená,ne,ne
,Čarodějnice,"Dahl, Roald",próza,,spotřeba,Žk19/36,koupená,ne,ne
735,Kronika tak řečeného Dalimila,Dalimil,poezie,,inventář,Žk885,koupená,ne,ne
1059,Božská komedie,"Dante, Alighieri",poezie,,spotřeba,Žk10/44,koupená,ne,ne
1111,Božská komedie,"Dante, Alighieri",poezie,,spotřeba,Žk11/9,koupená,ne,ne
1276,"Mersault, přešetření","Daúd, Kámel",próza,,spotřeba,Žk15/21,koupená,ne,ne
,Celej Franz!,"Davouze, Marta",próza,,spotřeba,Žk18/15,koupená,ne,ne
,Víkend s Miriam,"Davouze, Marta",próza,,spotřeba,Žk18/18,koupená,ne,ne
,Odepsaný,"Dazai, Osama",próza,,spotřeba,Žk22/80,koupená,ne,ne
884,Ludmilina lámaná angličtina,"DBC, Pierre",próza,,inventář,Žk1037,koupená,ne,ne
599,O ženách vím všechno,"Decastelo, René",próza,,inventář,Žk741,koupená,ne,ne
1277,Robinson Crusoe,"Defoe, Daniel",próza,,spotřeba,Žk15/22,koupená,ne,ne
1172,Robinson Crusoe,"Defoe, Daniel (Novotný, František)",próza,,spotřeba,Žk13/21,koupená,ne,ne
1024,Peníze od Hitlera,"Denemarková, Radka",próza,,spotřeba,Žk10/8,koupená,ne,ne
,My 2,"Denemarková, Radka",próza,,spotřeba,Žk18/85,koupená,ne,ne
,A já pořád kdo to tluče,"Denemarková, Radka",próza,,spotřeba,Žk22/78,koupená,ne,ne
,Muž z vysokého zámku,"Dick, Philip K.",próza,,spotřeba,Žk20/17,koupená,ne,ne
1032,Oliver Twist,"Dickens, Charles",próza,,spotřeba,Žk10/16,koupená,ne,ne
1232,Nadějné vyhlídky,"Dickens, Charles",próza,,spotřeba,Žk14/15,koupená,ne,ne
,Jeptiška,"Diderot, Denis",próza,,spotřeba,Žk20/50,koupená,ne,ne
330,Jedna loď,"Diviš, Ivan",poezie,,inventář,Žk446,koupená,ne,ne
,"Jsou světla, která nevidíme","Doerr, Anthony",próza,,spotřeba,Žk19/18,koupená,ne,ne
,Parkourista,"Dolejšová, Eva",Próza,,spotřeba,Žk20/22,koupená,ne,ne
,Johana,"Dostálová, Pavla",próza,,spotřeba,Žk21/30,koupená,ne,ne
773,Něžná,"Dostojevskij, Fjodor Michailovič",próza,,inventář,Žk925,koupená,ne,ne
1334,Hrdý Budžes,"Dousková, Irena",próza,,spotřeba,Žk17/14,koupená,ne,ne
1300,Pět her (Návštěva staré dámy aj.),"Durrenmatt, Friedrich",drama,,spotřeba,Žk16/3,koupená,ne,ne
821,Služba zákazníkům,"Duteurtre, Benoit",próza,,inventář,Žk973,koupená,ne,ne
990,České záhady,"Dvořák, Otomar",próza,,spotřeba,Žk09/17,koupená,ne,ne
,Písečníci a probuzení krále,"Dvořák, Václav",próza,,spotřeba,Žk23/1,koupená,ne,ne
,Písečníci a bludný asteroid,"Dvořák, Václav",próza,,spotřeba,Žk23/2,koupená,ne,ne
1215,Podivuhodné příběhy z Atlantidy,"Dvořák, Zdeněk",próza,,spotřeba,Žk13/64,koupená,ne,ne
71,Promenáda Diogenova,"Dyk, Viktor",poezie,,inventář,Žk132,koupená,ne,ne
391,Krysař,"Dyk, Viktor",próza,,inventář,Žk514,koupená,ne,ne
82,Prorok,"Džibrán, Chalil",próza,,inventář,Žk147,koupená,ne,ne
965,Jméno růže,"Eco, Umberto",próza,,spotřeba,Žk08/7,koupená,ne,ne
1130,Pražský hřbitov,"Eco, Umberto",próza,,spotřeba,Žk11/28,koupená,ne,ne
732,Šifra mistra Leonarda – Pravda a smyšlenky,"Ehrman, Bart D.",próza,,inventář,Žk882,koupená,ne,ne
1204,Staré pověsti české,"Eislerová, Jana",próza,,spotřeba,Žk13/53,koupená,ne,ne
1115,Zbraně bolesti,"Éluard, Paul",poezie,,spotřeba,Žk11/13,koupená,ne,ne
1197,Mezi dvěma královnami,"Emerson, Kate",próza,,spotřeba,Žk13/46,koupená,ne,ne
1326,Co nám oheň vzal,"Enriquezová, Mariana",próza,,spotřeba,Žk17/6,koupená,ne,ne
1131,Erben parodický,"Erben, Karel Jaromír",poezie,,spotřeba,Žk11/29,koupená,ne,ne
9,Kytice,"Erben, Karel Jaromír",poezie,,inventář,Žk21,koupená,ne,ne
341,České národní pohádky,"Erben, Karel Jaromír",poezie,,inventář,Žk459,koupená,ne,ne
1246,České pohádky,"Erben, Karel Jaromír",próza,,spotřeba,Žk14/22,koupená,ne,ne
8,Poklad,"Erben, Karel Jaromír",poezie,,inventář,Žk19,koupená,ne,ne
,Hra o manželství,"Eugenides, Jeffrey",próza,,spotřeba,Žk18/83,koupená,ne,ne
,Médeia,Eurípidés,drama,,spotřeba,Žk20/14,koupená,ne,ne
1008,Ezopovy bajky (pro malé děti),Ezop,próza,,spotřeba,Žk09/35,koupená,ne,ne
,Kniha zvláštních nových věcí,"Faber, Michel",próza,,spotřeba,Žk18/34,koupená,ne,ne
,Sto devětadevadesát schodů,"Faber, Michel",próza,,spotřeba,Žk20/41,koupená,ne,ne
,Restaurant The Hills,"Faldbakken, Matias",próza,,spotřeba,Žk18/23,koupená,ne,ne
,Lapači prachu,"Faulerová, Lucie",próza,,spotřeba,Žk21/6,koupená,ne,ne
,Geniální přítelkyně,"Ferante, Elena",próza,,spotřeba,Žk18/8,koupená,ne,ne
,Příběh nového jména,"Ferante, Elena",próza,,spotřeba,Žk18/9,koupená,ne,ne
,"Příběh těch, co odcházejí, a těch, kteří zůstanou","Ferante, Elena",próza,,spotřeba,Žk18/10,koupená,ne,ne
,Příběh ztracené holčičky,"Ferante, Elena",próza,,spotřeba,Žk18/11,koupená,ne,ne
,Tíživá láska,"Ferante, Elena",próza,,spotřeba,Žk18/16,koupená,ne,ne
,Vstát znovu se slepicema,"Ferris, Joshua",próza,,spotřeba,Žk19/3,koupená,ne,ne
1257,Klimtův polibek,"Filan, Boris",próza,,spotřeba,Žk15/2,koupená,ne,ne
142,V podsvětním městě,"Fischerová, Sylva",poezie,,inventář,Žk221,koupená,ne,ne
,Nikolina cesta,"Fišarová, Michaela",próza,,spotřeba,Žk21/14,koupená,ne,ne
,"Hraničářův učeň 1, Rozvaliny Gorlanu","Flanagan, John",próza,,spotřeba,Žk22/16,koupená,ne,ne
,"Hraničářův učeň 2, Hořící most","Flanagan, John",próza,,spotřeba,Žk22/18,koupená,ne,ne
,"Hraničářův učeň 3, Ledová země","Flanagan, John",próza,,spotřeba,Žk21/35,koupená,ne,ne
,"Hraničářův učeň 4, Nositelé dubového listu","Flanagan, John",próza,,spotřeba,Žk21/36,koupená,ne,ne
,"Hraničářův učeň 5, Výkupné za Eraka","Flanagan, John",próza,,spotřeba,Žk22/3,koupená,ne,ne
,"Hraničářův učeň 6, Čaroděj na severu","Flanagan, John",próza,,spotřeba,Žk22/19,koupená,ne,ne
,"Hraničářův učeň 7, Obléhání Macindawu","Flanagan, John",próza,,spotřeba,Žk22/20,koupená,ne,ne
,"Hraničářův učeň 8, Králové Cronmelu","Flanagan, John",próza,,spotřeba,Žk21/37,koupená,ne,ne
,"Hraničářův učeň 9, Halt v nebezpečí","Flanagan, John",próza,,spotřeba,Žk21/38,koupená,ne,ne
,"Hraničářův učeň 10, Císař Nihon-Džinu","Flanagan, John",próza,,spotřeba,Žk21/39,koupená,ne,ne
,"Hraničářův učeň 11, Ztracené příběhy","Flanagan, John",próza,,spotřeba,Žk21/40,koupená,ne,ne
,"Hraničářův učeň 12, Královská hraničářka","Flanagan, John",próza,,spotřeba,Žk21/43,koupená,ne,ne
,"Hraničářův učeň 13, Klan Rudé Lišky","Flanagan, John",próza,,spotřeba,Žk21/42,koupená,ne,ne
,"Hraničářův učeň 14, Souboj na Araluenu","Flanagan, John",próza,,spotřeba,Žk21/41,koupená,ne,ne
,"Hraničářův učeň 15, Ztracený princ","Flanagan, John",próza,,spotřeba,Žk22/17,koupená,ne,ne
,"Hraničářův učeň 16, Útěk z Falaise","Flanagan, John",próza,,spotřeba,Žk 23/3,koupená,ne,ne
,"Hraničářův učeň 17, Arazanini vlci","Flanagan, John",próza,,spotřeba,Žk23/4,koupená,ne,ne
1291,Nová rada,"Flaška z Pardubic, Smil",poezie,,spotřeba,Žk15/36,koupená,ne,ne
331,Bouvard a Pécuchet,"Flaubert, Gustav",próza,,inventář,Žk447,koupená,ne,ne
604,Paní Bovaryová,"Flaubert, Gustav",próza,,inventář,Žk746,koupená,ne,ne
1178,Paní Bovaryová,"Flaubert, Gustav",próza,,spotřeba,Žk13/27,koupená,ne,ne
1213,Syn větrů a prsatý muž,"Formánek, Josef",próza,,spotřeba,Žk13/62,koupená,ne,ne
498,Mág,"Fowles, John",próza,,inventář,Žk631,koupená,ne,ne
544,Larva,"Fowles, John",próza,,inventář,Žk683,koupená,ne,ne
576,Daniel Martin,"Fowles, John",próza,,inventář,Žk718,koupená,ne,ne
682,Francouzova milenka,"Fowles, John",próza,,inventář,Žk829,koupená,ne,ne
1273,Sběratel,"Fowles, John",próza,,spotřeba,Žk15/18,koupená,ne,ne
750,Deník Anny Frankové,Anna Franková,próza,,inventář,Žk900,koupená,ne,ne
1181,Svoboda,"Franzen, Jonathan",próza,,spotřeba,Žk13/30,koupená,ne,ne
,Historie vlků,"Fridlundová, Emily",próza,,spotřeba,Žk19/6,koupená,ne,ne
242,Vekslák 3,"Frýbort, Pavel",próza,,inventář,Žk345,koupená,ne,ne
496,Robin,"Frýbová, Zdena",próza,,inventář,Žk629,koupená,ne,ne
134,Myši Natalie Mooshabrové,"Fuks, Ladislav",próza,,inventář,Žk212,koupená,ne,ne
596,Spalovač mrtvol,"Fuks, Ladislav",próza,,inventář,Žk738,koupená,ne,ne
1233,Spalovač mrtvol,"Fuks, Ladislav",próza,,spotřeba,Žk14/9,koupená,ne,ne
69,Ach jo,"Fulghum, Robert",próza,,inventář,Žk129,koupená,ne,ne
332,Od začátku do konce,"Fulghum, Robert",próza,,inventář,Žk448,koupená,ne,ne
741,Třetí přání,"Fulghum, Robert",próza,,inventář,Žk891,koupená,ne,ne
1086,"Všechno, co opravdu potřebuji znát,.","Fulghum, Robert",próza,,spotřeba,Žk10/69,koupená,ne,ne
,Opravář osudů,"Fulghum, Robert",próza,,spotřeba,Žk18/20,koupená,ne,ne
760,Sofiin svět,"Gaarden, Jostein",próza,,inventář,Žk911,koupená,ne,ne
,Dívka s pomeranči,"Gaarden, Jostein",próza,,spotřeba,Žk23/33,koupená,ne,ne
764,Tajemství karet,"Gaarden, Jostein",próza,,inventář,Žk915,koupená,ne,ne
,Severská mytologie,"Gaiman, Neil",próza,,spotřeba,Žk22/5,koupená,ne,ne
,Odd a mraziví obři,"Gaiman, Neil",próza,,spotřeba,Žk22/10,koupená,ne,ne
1308,Hedvábník,"Galbraith, Robert",próza,,spotřeba,Žk16/11,koupená,ne,ne
1315,Volání kukačky,"Galbraith, Robert",próza,,spotřeba,Žk16/18,koupená,ne,ne
801,Sága rodu Forsytů,"Galsworthy, John",próza,,inventář,Žk953,koupená,ne,ne
,Debutantka,"Gardner, Jan",próza,,spotřeba,Žk21/10,koupená,ne,ne
409,Řecké báje,"Gaudore, Pavel",próza,,inventář,Žk535,koupená,ne,ne
825,Prostě spolu,"Gavalda, Anna",próza,,inventář,Žk977,koupená,ne,ne
1025,Báječný únik,"Gavalda, Anna",próza,,spotřeba,Žk10/9,koupená,ne,ne
1040,Člověk není nikdy úplně šťastný,"Gavalda, Anna",próza,,spotřeba,Žk10/24,koupená,ne,ne
1146,A taková to byla láska,"Gavalda, Anna",próza,,spotřeba,Žk11/44,koupená,ne,ne
1362,Citlivá místa,"Gavalda, Anna",próza,,spotřeba,Žk18/6,koupená,ne,ne
,Osada na pohorku,"Gavron, Asaf",próza,,spotřeba,Žk18/42,koupená,ne,ne
848,"Po nás ať přijde potopa, Radosti života","Gellner, František",poezie,,inventář,Žk1001,koupená,ne,ne
1065,Povídky a satiry,"Gellner, František",próza,,spotřeba,Žk10/50,koupená,ne,ne
70,V tvou korunu živote,"Gellner, František + Šrámek + Toman",poezie,,inventář,Žk131,koupená,ne,ne
,Poslední věta,"Genova, Lisa",próza,,spotřeba,Žk21/62,koupená,ne,ne
428,Paměti Kleopatry,"George, Margaret",próza,,inventář,Žk558,koupená,ne,ne
,Modrá jako safír,"Gierová, Kerstin",próza,,spotřeba,Žk19/9,koupená,ne,ne
,Rudá jako rubín,"Gierová, Kerstin",próza,,spotřeba,Žk19/14,koupená,ne,ne
,Zelená jako smaragd,"Gierová, Kerstin",próza,,spotřeba,Žk19/16,koupená,ne,ne
1298,Synové,"Gilbert, David",próza,,spotřeba,Žk16/1,koupená,ne,ne
772,Interview s A. Ginsbergem,"Ginsberg, Allen",próza,,inventář,Žk924,koupená,ne,ne
566,"Karma červená, bílá a modrá","Ginsberg, Allen",poezie,,inventář,Žk706,koupená,ne,ne
1261,Kvílení,"Ginsberg, Allen",poezie,,spotřeba,Žk15/6,koupená,ne,ne
1074,"Muž, který sázel stromy","Giono, Jean",próza,,spotřeba,Žk10/57,koupená,ne,ne
1198,Metro 2033,"Glukhovsky, Dmitry",próza,,spotřeba,Žk13/47,koupená,ne,ne
1106,Faust,"Goethe, Johann Wolfgang",drama,,spotřeba,Žk11/4,koupená,ne,ne
1263,Faust,"Goethe, Johann Wolfgang",drama,,spotřeba,Žk15/8,koupená,ne,ne
777,"Utrpení mladého Werthera, Spřízněni volbou","Goethe, Johann Wolfgang",próza,,inventář,Žk929,koupená,ne,ne
871,Hry a aktovky – Revizor aj.,"Gogol, Nikolaj Vasiljevič",drama,,inventář,Žk1024,koupená,ne,ne
1361,Revizor,"Gogol, Nikolaj Vasiljevič",drama,,spotřeba,Žk18/5,koupená,ne,ne
660,Pán much,"Golding, William",próza,,inventář,Žk803,koupená,ne,ne
1208,Sluha dvou pánů,"Goldoni, Carlo",drama,,spotřeba,Žk13/57,koupená,ne,ne
854,Oblomov,"Gončarov, Ivan Alexandrovič",próza,,inventář,Žk1007,koupená,ne,ne
929,Mikuláš a jeho přátelé,Gosciny/Sempé,próza,,KPGO,KP99/7,koupená,ne,ne
930,Mikulášovy průšvihy,Gosciny/Sempé,próza,,KPGO,KP99/8,koupená,ne,ne
931,Malý Mikuláš,Gosciny/Sempé,próza,,KPGO,KP99/9,koupená,ne,ne
937,Mikulášovy přestávky,Gosciny/Sempé,próza,,KPGO,KP99/17,koupená,ne,ne
938,Mikulášovy prázdniny,Gosciny/Sempé,próza,,KPGO,KP99/18,koupená,ne,ne
,"Den, kdy jsem se naučila žít","Gournelle, Laurent",próza,,spotřeba,Žk18/45,koupená,ne,ne
166,"Plechový bubínek, Kočka a myš","Grass, Gunter",próza,,inventář,Žk254,koupená,ne,ne
152,"Já, Claudius","Graves, Robert",próza,,inventář,Žk232,koupená,ne,ne
206,"Claudius, bůh","Graves, Robert",próza,,inventář,Žk303,koupená,ne,ne
233,Homérova dcera,"Graves, Robert",próza,,inventář,Žk336,koupená,ne,ne
244,Amerika seržanta Lamba,"Graves, Robert",próza,,inventář,Žk347,koupená,ne,ne
,Šedý muž,"Greaney, Mark",próza,,spotřeba,Žk21/27,koupená,ne,ne
,Hvězdy nám nepřály,"Green, John",próza,,spotřeba,Žk19/17,koupená,ne,ne
,Příliš mnoho Kateřin,"Green, John",próza,,spotřeba,Žk19/24,koupená,ne,ne
,Less aneb Hledání ztraceného mládí,"Greer, Andrew Sean",próza,,spotřeba,Žk18/75,koupená,ne,ne
1117,Gilgameš,"Grundy, Stephan",próza,,spotřeba,Žk11/15,koupená,ne,ne
,Půlnoční knihovna,"Haig, Matt",próza,,spotřeba,Žk22/59,koupená,ne,ne
826,Selský baroko,"Hájíček, Jiří",próza,,inventář,Žk978,koupená,ne,ne
1203,Rybí krev,"Hájíček, Jiří",próza,,spotřeba,Žk13/52,koupená,ne,ne
1226,Vzpomínky na jednu vesnickou tancovačku,"Hájíček, Jiří",próza,,spotřeba,Žk14/2,koupená,ne,ne
