kod knihy,Nazev,Autor,Kategorie,Obor/zanr,Umisteni,Signatura,Způsob ziskani,mautritni,pujcena
1137,O mysich a lidech,"Steinbeck, John",próza,,spotreba,Zk11/35,koupena,no,no
1193,Hrozny hnevu,"Steinbeck, John",próza,,spotreba,Zk13/42,koupena,no,no
1148,Borikovy lapalie – Bohousek a spol.,"Steklac, Vojtech",próza,,spotreba,Zk11/46,koupena,no,no
1149,Borikovy lapalie – Cenda a spol.,"Steklac, Vojtech",próza,,spotreba,Zk11/47,koupena,no,no
1150,Borikovy lapalie – Ales a spol.,"Steklac, Vojtech",próza,,spotreba,Zk11/48,koupena,no,no
1147,Borikovy lapalie – Mirek a spol.,"Steklac, Vojtech",próza,,spotreba,Zk11/45,koupena,no,no
602,Cerveny a cerny,Stendhal,próza,,inventar,Zk744,koupena,no,no
925,Dr. Jekyll a pan Hyde,"Stevenson, Robert Louis",próza,,KPGO,KP99/3,koupena,no,no
525,Sen o Tróji (o Schliemannovi),"Stoll, Heinrich Alexander",próza,,inventar,Zk662,koupena,no,no
1093,Sophiina volba,"Styron, William",próza,,spotreba,Zk10/76,koupena,no,no
1152,Sophiina volba,"Styron, William",próza,,spotreba,Zk13/1,koupena,no,no
945,Cerne lode pred Trójou,"Sutcliff, Rosemary",próza,,KPGO,KP99/26,koupena,no,no
992,Pameti katovske rodiny Mydlarů,"Svatek, Josef",próza,,spotreba,Zk09/19,koupena,no,no
1084,Kuky se vraci,"Sverak, Zdenek",próza,,spotreba,Zk10/67,koupena,no,no
1092,Povidky,"Sverak, Zdenek",próza,,spotreba,Zk10/75,koupena,no,no
1125,Povidky,"Sverak, Zdenek",próza,,spotreba,Zk11/23,koupena,no,no
1126,Nove povidky,"Sverak, Zdenek",próza,,spotreba,Zk11/24,koupena,no,no
1206,Po strnisti bos,"Sverak, Zdenek",próza,,spotreba,Zk13/55,koupena,no,no
1286,Filmove pribehy,"Sverak, Zdenek",próza,,spotreba,Zk15/31,koupena,no,no
63,Zeme vod,"Swift, Graham",próza,,inventar,Zk122,koupena,no,no
696,Gulliverovy cesty,"Swift, Jonathan",próza,,inventar,Zk844,koupena,no,no
819,Pianista,"Szpilman, Wladyslav",próza,,inventar,Zk971,koupena,no,no
462,Babicky,"Sabach, Petr",próza,,inventar,Zk594,koupena,no,no
463,Jak potopit Australii,"Sabach, Petr",próza,,inventar,Zk595,koupena,no,no
538,Opile banany,"Sabach, Petr",próza,,inventar,Zk676,koupena,no,no
207,Hovno hori,"Sabach, Petr",próza,,inventar,Zk304,koupena,no,no
,"Casodejove 1, Klic k casu","Scerba, Natalja",próza,,spotreba,Zk22/8,koupena,no,no
,"Casodejove 2, Srdce casu","Scerba, Natalja",próza,,spotreba,Zk22/11,koupena,no,no
,"Casodejove 3, Hodinova vez","Scerba, Natalja",próza,,spotreba,Zk22/9,koupena,no,no
,"Casodejove 4, Ciselne jmeno","Scerba, Natalja",próza,,spotreba,Zk22/12,koupena,no,no
,"Casodejove 5, Casogram","Scerba, Natalja",próza,,spotreba,Zk22/6,koupena,no,no
,"Casodejove 6, Koruna casu","Scerba, Natalja",próza,,spotreba,Zk22/7,koupena,no,no
36,Bile mraky – cerna mracna,"Sevcenko, Taras",poezie,,inventar,Zk80,koupena,no,no
1248,Mala nocni zranice,"Simacek, Jiri",próza,,spotreba,Zk14/24,koupena,no,no
1136,Povidky,"Simek, Miroslav, Grossmann, Jiri",próza,,spotreba,Zk11/34,koupena,no,no
,Únava materialu,"Sindelka, Marek",próza,,spotreba,Zk18/76,koupena,no,no
,Mapa Anny,"Sindelka, Marek",próza,,spotreba,Zk18/77,koupena,no,no
62,Horkej svet,"Skvorecky, Josef",próza,,inventar,Zk121,koupena,no,no
187,"Prima sezóna, Zbabelci, Konec nylonoveho veku","Skvorecky, Josef",próza,,inventar,Zk277,koupena,no,no
264,Mirakl,Skvorecky Josef,próza,,inventar,Zk374,koupena,no,no
267,Smutek porucika Borůvky,"Skvorecky, Josef",próza,,inventar,Zk380,koupena,no,no
456,Dve legendy,"Skvorecky, Josef",próza,,inventar,Zk588,koupena,no,no
724,Zbabelci,"Skvorecky, Josef",próza,,inventar,Zk874,koupena,no,no
770,"Dojmy z prirody a spolecnosti, Co zivot opomiji","Slejhar, Josef Karel",próza,,inventar,Zk921,koupena,no,no
818,"Devcatko, rozdelej ohnicek","Smaus, Martin",próza,,inventar,Zk970,koupena,no,no
501,Proc bychom se netopili,"Smid, Zdenek",próza,,inventar,Zk634,koupena,no,no
32,Prvosenka,"Solc, Vladimir",poezie,,inventar,Zk73,koupena,no,no
,Svedectvi o zivote v KLDR,"Spitalnikova, Nina",próza,,spotreba,zk21/56,koupena,no,no
,,,,,,,koupena,no,no
11,"Rany, růze","Sramek, Frana",poezie,,inventar,Zk27,koupena,no,no
19,Kus krasneho snu,"Sramek, Frana",poezie,,inventar,Zk43,koupena,no,no
404,Stribrny vitr,"Sramek, Frana",próza,,inventar,Zk528,koupena,no,no
1133,Lichozrouti,"Srut, Pavel",próza,,spotreba,Zk11/31,koupena,no,no
89,Reci besedni,"Stitny ze Stitneho, Tomas",próza,,inventar,Zk154,koupena,no,no
282,O Devin a Velehrad,"Storch, Eduard",próza,,inventar,Zk398,koupena,no,no
,Kryci jmeno studentka,"Strafeldova, Milena",próza,,spotreba,Zk22/79,koupena,no,no
600,Hra o slavu,"Stroblova, Sona",próza,,inventar,Zk742,koupena,no,no
1328,Dva proti risi,"Sulc, Jiri",próza,,spotreba,Zk17/8,koupena,no,no
,Snilek neznamy,"Taylorova, Laini",próza,,spotreba,Zk18/39,koupena,no,no
,Múza nocnich můr,"Taylorova, Laini",próza,,spotreba,Zk19/10,koupena,no,no
575,Dcera carodejek,"Terakowska, Dorota",próza,,inventar,Zk717,koupena,no,no
1127,Mlhy Olandu,"Theorin, Johan",próza,,spotreba,Zk11/25,koupena,no,no
,"Nerikej, ze nemame nic","Thienova, Madeleine",próza,,spotreba,Zk19/5,koupena,no,no
286,Trinactery hodiny a dalsi dve pohadky,"Thurber, James",próza,,inventar,Zk402,koupena,no,no
287,Trinactery hodiny a dalsi dve pohadky,"Thurber, James",próza,,inventar,Zk403,koupena,no,no
,Transport za vecnost,"Tichy, Frantisek",próza,,spotreba,Zk18/44,koupena,no,no
1330,Brooklyn,"Tóibin, Colm",próza,,spotreba,Zk17/10,koupena,no,no
,Beguni,"Tokarczukova, Olga",próza,,spotreba,Zk18/81,koupena,no,no
,Svůj vůz i pluh ved pres kosti mrtvych,"Tokarczukova, Olga",próza,,spotreba,Zk18/82,koupena,no,no
,Empusion,"Tokarczukova, Olga",próza,,spotreba,Zk23/24,koupena,no,no
923,Hobit,"Tolkien, John Ronald Reuel",próza,,KPGO,KP99/1,koupena,no,no
955,"Pan prstenů i., Spolecenstvo Prstenu","Tolkien, John Ronald Reuel",próza,,KPGO,KP99/38,koupena,no,no
956,"Pan prstenů II., Dve veze","Tolkien, John Ronald Reuel",próza,,KPGO,KP99/39,koupena,no,no
957,"Pan prstenů III., Navrat krale","Tolkien, John Ronald Reuel",próza,,KPGO,KP99/40,koupena,no,no
,Silmarilion,"Tolkien, John Ronald Reuel",próza,,spotreba,Zk18/55,koupena,no,no
31,Hlas hlubin,"Toman, Karel",poezie,,inventar,Zk71,koupena,no,no
38,"Addio, mecenasi","Toman, Karel",poezie,,inventar,Zk82,koupena,no,no
41,Stolety kalendar,"Toman, Karel",poezie,,inventar,Zk86,koupena,no,no
57,Basne,"Toman, Karel",poezie,,inventar,Zk113,koupena,no,no
477,Mne 13,"Topol, Filip",poezie,,inventar,Zk610,koupena,no,no
171,V útery bude valka,"Topol, Jachym",poezie,,inventar,Zk259,koupena,no,no
174,Miluju te k zblazneni,"Topol, Jachym",poezie,,inventar,Zk262,koupena,no,no
167,Sestra,"Topol, Jachym",próza,,inventar,Zk255,koupena,no,no
478,Trnova divka,"Topol, Jachym",próza,,inventar,Zk611,koupena,no,no
1321,Andel,"Topol, Jachym",próza,,spotreba,Zk17/1,koupena,no,no
1329,Citlivy clovek,"Topol, Jachym",próza,,spotreba,Zk17/9,koupena,no,no
1183,Koupelna,"Toussaint, Jean Philippe",próza,,spotreba,Zk13/32,koupena,no,no
791,Utikat,"Toussaint, Jean Philippe",próza,,inventar,Zk943,koupena,no,no
,Tajny denik Adriana Molea,"Townsendova, Sue",próza,,spotreba,Zk21/7,koupena,no,no
,Horke zrani Adriana Molea,"Townsendova, Sue",próza,,spotreba,Zk21/11,koupena,no,no
,Pravdiva zpoved Adriana Molea,"Townsendova, Sue",próza,,spotreba,Zk21/17,koupena,no,no
,Nez jsem zemrela,"Tremayne, S. K.",próza,,spotreba,Zk21/60,koupena,no,no
405,Baudelaire,"Troyat, Henri",próza,,inventar,Zk531,koupena,no,no
1347,Sberna kniha,"Trestikova, Helena",próza,,spotreba,Zk17/27,koupena,no,no
,To prsi more,"Trestikova, Radka",próza,,spotreba,Zk18/84,koupena,no,no
,Fouknes do peny,"Trestikova, Radka",próza,,spotreba,Zk20/63,koupena,no,no
,Tajemstvi,"Trestikova, Radka",próza,,spotreba,Zk21/32,koupena,no,no
1202,Vyhnani Gerty Schnirch,"Tuckova, Katerina",próza,,spotreba,Zk13/51,koupena,no,no
1205,Zitkovske bohyne,"Tuckova, Katerina",próza,,spotreba,Zk13/54,koupena,no,no
,Vitka,"Tuckova, Katerina",drama,,spotreba,Zk18/72,koupena,no,no
,Fabrika,"Tuckova, Katerina",próza,,spotreba,Zk20/44,koupena,no,no
,Bila voda,"Tuckova, Katerina",próza,,spotreba,Zk22/77,koupena,no,no
,Ti druzi,"Tudor, C. J.",próza,,spotreba,Zk20/45,koupena,no,no
,Jama,"Tudor, C. J.",Próza,,spotreba,Zk20/46,koupena,no,no
,Kridak,"Tudor, C. J.",próza,,spotreba,Zk20/49,koupena,no,no
144,Ztracene peklo,"Typlt, Jaromir",poezie,,inventar,Zk223,koupena,no,no
540,Balada pro banditu a jine hry na zaprenou,"Uhde, Milan",drama,,inventar,Zk678,koupena,no,no
,Zeleny stan,"Ulicka, Ljudmila",próza,,spotreba,Zk20/27,koupena,no,no
673,Stin katedraly – Bozska tragikomedie,"Urban, Milos",próza,,inventar,Zk817,koupena,no,no
736,Hastrman – zeleny roman,"Urban, Milos",próza,,inventar,Zk886,koupena,no,no
737,Sedmikosteli,"Urban, Milos",próza,,inventar,Zk887,koupena,no,no
810,Pole a palisada,"Urban, Milos",próza,,inventar,Zk962,koupena,no,no
844,Mrtvy holky,"Urban, Milos",próza,,inventar,Zk997,koupena,no,no
865,Posledni tecka za rukopisy,"Urban, Milos",próza,,inventar,Zk1018,koupena,no,no
1285,Urbo kune,"Urban, Milos",próza,,spotreba,Zk15/30,koupena,no,no
,Exodus,"Uris, Leon",próza,,spotreba,Zk23/25,koupena,no,no
218,Mili spoluzaci,"Vaculik, Ludvik",próza,,inventar,Zk318,koupena,no,no
236,Jak se dela chlapec,"Vaculik, Ludvik",próza,,inventar,Zk339,koupena,no,no
327,Cesky snar,"Vaculik, Ludvik",próza,,inventar,Zk443,koupena,no,no
,Prazske povstani,"Valkova, Veronika",próza,,spotreba,Zk22/52,koupena,no,no
,Bretislav a Jitka,"Valkova, Veronika",próza,,spotreba,Zk22/53,koupena,no,no
,Doba kamenna,"Valkova, Veronika",próza,,spotreba,Zk22/54,koupena,no,no
,Boj o Ameriku,"Valkova, Veronika",próza,,spotreba,Zk22/55,koupena,no,no
1037,Pes na koleckach a kocka v kapse,"Vanca, Jaroslav",próza,,spotreba,Zk10/21,koupena,no,no
961,Rozmarne leto,"Vancura, Vladislav",próza,,spotreba,Zk08/3,koupena,no,no
348,Povidky a mensi prózy,"Vancura, Vladislav",próza,,inventar,Zk468,koupena,no,no
349,Prvni prózy a prvni pokusy,"Vancura, Vladislav",próza,,inventar,Zk469,koupena,no,no
,Holcicky,"Vanova, Magda",próza,,spotreba,Zk18/13,koupena,no,no
894,Tajemstvi Dablovy bible,"Vasicek, Arnost",próza,,inventar,Zk1047,koupena,no,no
714,Zpevy pastyrske,Vergilius,poezie,,inventar,Zk863,koupena,no,no
422,Slova na strunach,"Verlaine, Paul",poezie,,inventar,Zk552,koupena,no,no
1060,Prokleti basnici,"Verlaine, Paul",poezie,,spotreba,Zk10/45,koupena,no,no
,Uz je tady zas,"Vermes, Timur",próza,,spotreba,Zk18/25,koupena,no,no
,Hladovi a syti,"Vermes, Timur",próza,,spotreba,Zk20/52,koupena,no,no
,Deti kapitana granta,"Verne, Jules",próza,,spotreba,Zk21/44,koupena,no,no
213,Pena dni,"Vian, Boris",próza,,inventar,Zk312,koupena,no,no
851,Rozruch v Ardenach,"Vian, Boris",próza,,inventar,Zk1004,koupena,no,no
66,Úcastnici zajezdu,"Viewegh, Michal",próza,,inventar,Zk126,koupena,no,no
163,Vychova divek v Cechach,"Viewegh, Michal",próza,,inventar,Zk250,koupena,no,no
479,Nove napady laskaveho ctenare,"Viewegh, Michal",próza,,inventar,Zk612,koupena,no,no
573,Bajecna leta s Klausem,"Viewegh, Michal",próza,,inventar,Zk714,koupena,no,no
574,Roman pro zeny,"Viewegh, Michal",próza,,inventar,Zk715,koupena,no,no
592,Pripad neverne Klary,"Viewegh, Michal",próza,,inventar,Zk734,koupena,no,no
924,Povidky o manzelstvi a sexu,"Viewegh, Michal",próza,,KPGO,KP99/2,koupena,no,no
934,Povidky laskaveho ctenare,"Viewegh, Michal",próza,,KPGO,KP99/12,koupena,no,no
935,Zapisovatele otcovsky lasky,"Viewegh, Michal",próza,,KPGO,KP99/14,koupena,no,no
1035,Bajecna leta pod psa,"Viewegh, Michal",próza,,spotreba,Zk10/19,koupena,no,no
1132,Biomanzelka,"Viewegh, Michal",próza,,spotreba,Zk11/30,koupena,no,no
1201,Můj zivot po zivote,"Viewegh, Michal",próza,,spotreba,Zk13/50,koupena,no,no
,Povidky o nelasce,"Viewegh, Michal",próza,,spotreba,Zk21/16,koupena,no,no
,Noc nic nezadrzi,"Vigan de, Delphine",próza,,spotreba,Zk21/15,koupena,no,no
342,Basne,"Villon, Francois",poezie,,inventar,Zk460,koupena,no,no
654,Basne,"Villon, Francois",poezie,,inventar,Zk797,koupena,no,no
752,"Ja, Francois Villon","Villon, Francois",poezie,,inventar,Zk902,koupena,no,no
1063,Maly a velky testament,"Villon, Francois",poezie,,spotreba,Zk10/48,koupena,no,no
1245,Co s nami bude?,"Vodicka, Milan",próza,,spotreba,Zk14/21,koupena,no,no
1231,"Husitska epopej I, 1400-1415, Za casů krale Vaclava IV.","Vondruska, Vlastimil",próza,,spotreba,Zk14/07,koupena,no,no
,Groteska,"Vonnegut, Kurt",próza,,spotreba,Zk21/9,koupena,no,no
1108,Hry Osvobozeneho divadla,"Voskovec, Jiri + Werich, Jan",drama,,spotreba,Zk11/6,koupena,no,no
1109,Hry Osvobozeneho divadla IV,"Voskovec, Jiri + Werich, Jan",drama,,spotreba,Zk11/7,koupena,no,no
896,Z orisku kralovny Mab,"Vrchlicka, Eva",próza,,inventar,Zk1049,koupena,no,no
26,"Mythy, selske balady…","Vrchlicky, Jaroslav",poezie,,inventar,Zk61,koupena,no,no
56,Host na zemi,"Vrchlicky, Jaroslav",poezie,,inventar,Zk112,koupena,no,no
75,Kosti,"Vyskocil, Ivan",próza,,inventar,Zk136,koupena,no,no
780,Nepiju sam,"Vysockij, Vladimir",poezie,,inventar,Zk932,koupena,no,no
,Tata za vsechny prachy,"Walliams, David",próza,,spotreba,Zk18/53,koupena,no,no
,Babicka drsnacka,"Walliams, David",próza,,spotreba,Zk18/52,koupena,no,no
,Bestie z Buckinghamskeho palace,"Walliams, David",próza,,spotreba,Zk21/45,koupena,no,no
,Nejhorsi ucitele na svete,"Walliams, David",próza,,spotreba,Zk21/46,koupena,no,no
,Ledova obluda,"Walliams, David",próza,,spotreba,Zk21/49,koupena,no,no
358,Tajemny Etrusk,"Waltari, Mika",próza,,inventar,Zk479,koupena,no,no
1196,Egyptan Sinuhet,"Waltari, Mika",próza,,spotreba,Zk13/45,koupena,no,no
126,Skleb,"Weiner, Richard",próza,,inventar,Zk199,koupena,no,no
,Spasitel,"Weir, Andy",próza,,spotreba,Zk22/67,koupena,no,no
,Martan,"Weir, Andy",próza,,spotreba,zk22/68,koupena,no,no
1007,Fimfarum,"Werich, Jan",próza,,spotreba,Zk09/34,koupena,no,no
1091,Italske prazdniny,"Werich, Jan",próza,,spotreba,Zk10/74,koupena,no,no
1094,Deodusi – Dospele pohadky,"Werich, Jan",próza,,spotreba,Zk10/77,koupena,no,no
774,Pritelkyne osamelych srdci,"West, Nathanael",próza,,inventar,Zk926,koupena,no,no
168,Stastny princ,"Wilde, Oscar",próza,,inventar,Zk256,koupena,no,no
276,Pohadky,"Wilde, Oscar",próza,,inventar,Zk392,koupena,no,no
528,Strasidlo cantervillske,"Wilde, Oscar",próza,,inventar,Zk665,koupena,no,no
1011,Obraz Doriana Graye,"Wilde, Oscar",próza,,spotreba,Zk09/38,koupena,no,no
,Jak je důlezite miti Filipa,"Wilde, Oscar",drama,,spotreba,Zk21/12,koupena,no,no
1343,Kocka na rozpalene plechove strese,"Williams, Tennessee",drama,,spotreba,Zk17/23,koupena,no,no
1348,Tramvaj do stanice Touha,"Williams, Tennessee",drama,,spotreba,Zk17/28,koupena,no,no
55,Srdce stit,"Wolker, Jiri",poezie,,inventar,Zk109,koupena,no,no
971,Basne,"Wolker, Jiri",poezie,,spotreba,Zk08/13,koupena,no,no
707,Mezi akty,"Woolfova, Virginia",próza,,inventar,Zk856,koupena,no,no
768,Strasidelny dům,"Woolfova, Virginia",próza,,inventar,Zk919,koupena,no,no
1027,Orlando,"Woolfova, Virginia",próza,,spotreba,Zk10/11,koupena,no,no
1345,Pani Dallowayova,"Woolfova, Virginia",próza,,spotreba,Zk17/25,koupena,no,no
,Oko za oko,"Wyerova, Carol",próza,,spotreba,Zk22/43,koupena,no,no
531,Den trifidů,"Wyndham, John",próza,,inventar,Zk669,koupena,no,no
1031,Hora duse,"Xingjian, Gao",próza,,spotreba,Zk10/15,koupena,no,no
,Do raje,"Yanagihara, Hanya",próza,,spotreba,Zk23/21,koupena,no,no
121,Sedm povidek,"Zabrana, Jan",próza,,inventar,Zk192,koupena,no,no
781,Milostne,"Zagorova, Hana",poezie,,inventar,Zk933,koupena,no,no
687,Gilgames,"Zamarovsky, Vojtech",próza,,inventar,Zk835,koupena,no,no
688,Sinuhet,"Zamarovsky, Vojtech",próza,,inventar,Zk836,koupena,no,no
853,Objeveni Tróje,"Zamarovsky, Vojtech",próza,,inventar,Zk1006,koupena,no,no
984,Radúz a Mahulena,"Zeyer, Julius",drama,,spotreba,Zk09/10,koupena,no,no
1243,Tri legendy o krucifixu,"Zeyer, Julius",próza,,spotreba,Zk14/19,koupena,no,no
,V rajske zahrade trpkych plodů (O zivote a dile Bohumila Hrabala),"Zgustova, Monika",próza,,spotreba,Zk18/71,koupena,no,no
,Uz nikdy pesky po Armenii a Gruzii,"Zibura, Ladislav",próza,,spotreba,Zk19/19,koupena,no,no
,Pesky mezi buddhisty a komunisty,"Zibura, Ladislav",próza,,spotreba,Zk19/20,koupena,no,no
,40 dni pesky do Jeruzalema,"Zibura, Ladislav",próza,,spotreba,Zk19/21,koupena,no,no
,Prazdniny v Cesku,"Zibura, Ladislav",Próza,,spotreba,Zk21/59,koupena,no,no
,Vsechny cesty vedou do Santiaga,"Zibura, Ladislav",próza,,spotreba,Zk23/17,koupena,no,no
1014,Milostny dopis psany klinovym pismem,"Zmeskal, Tomas",próza,,spotreba,Zk09/41,koupena,no,no
,Autobiografie Jezise Krista,"Zobern, Oleg",próza,,spotreba,Zk23/41,koupena,no,no
978,Zabijak,"Zola, Emile",próza,,spotreba,Zk09/4,koupena,no,no
1110,Nana,"Zola, Emile",próza,,spotreba,Zk11/8,koupena,no,no
350,Mistrovske dilo,"Zola, Emile",próza,,inventar,Zk470,koupena,no,no
,Zlodejka knih,"Zusak, Markus",próza,,spotreba,Zk18/26,koupena,no,no
,Clayův most,"Zusak, Markus",próza,,spotreba,Zk22/57,koupena,no,no
1053,Ptakoviny podle Aristofana,"Zacek, Jiri",drama,,spotreba,Zk10/38,koupena,no,no
522,Ceske more – Basne z let 1986 - 1998,"Zacek, Jiri",poezie,,inventar,Zk658,koupena,no,no
669,Zakony schvalnosti,"Zacek, Jiri",poezie,,inventar,Zk813,koupena,no,no
838,Aprilova skola,"Zacek, Jiri",poezie,,inventar,Zk991,koupena,no,no
864,Okurkova sezóna,"Zacek, Jiri",poezie,,inventar,Zk1017,koupena,no,no
967,Kdo se smeje naposled,"Zacek, Jiri",poezie,,spotreba,Zk08/9,koupena,no,no
979,Rymy pro kocku a pod psa,"Zacek, Jiri",poezie,,spotreba,Zk09/5,koupena,no,no
678,Nezaboli od dobreho slova,"Zacek, Jiri + Huptych, Miroslav",poezie,,inventar,Zk825,koupena,no,no
881,"Studaci a kantori, Z tajnosti zizkovskeho podsveti","Zak, Jaroslav",próza,,inventar,Zk1034,koupena,no,no
,,,,,,,koupena,no,no
1139,"Ach, ty matky (soucasne ceske povidky)",,próza,,spotreba,Zk11/37,koupena,no,no
998,Anglicti metafyzicti basnici,,poezie,,spotreba,Zk09/25,koupena,no,no
1058,Anticke tragedie,,drama,,spotreba,Zk10/43,koupena,no,no
996,Antologie sci-fi povidek,,próza,,spotreba,Zk09/23,koupena,no,no
720,Beatova poezie autorů zijicich hrajicich,,poezie,,inventar,Zk870,koupena,no,no
891,Bhagavadgita,,,,inventar,Zk1044,koupena,no,no
880,Ceska abeceda,,poezie,,inventar,Zk1033,koupena,no,no
1154,Ceske lidove balady,,poezie,,spotreba,Zk13/3,koupena,no,no
301,Diar Mr. Beana,,próza,,inventar,Zk417,koupena,no,no
1056,Epos o Gilgamesovi,,poezie,,spotreba,Zk10/41,koupena,no,no
684,Fantasticke povidky,,próza,,inventar,Zk831,koupena,no,no
445,Jezerni basnici,,poezie,,inventar,Zk575,koupena,no,no
762,Kniha svetovych prvenstvi,,próza,,inventar,Zk913,koupena,no,no
730,Legendy a povesti z Cech a Moravy,,próza,,inventar,Zk880,koupena,no,no
1153,Magneticka pole,,poezie,,spotreba,Zk13/2,koupena,no,no
1216,O cem zeny mlci,,próza,,spotreba,Zk13/65,koupena,no,no
579,Pegasovo pouceni – antologie ceske poezie 1945-2000,,poezie,,inventar,Zk721,koupena,no,no
759,Perlicky aneb Pred katedrou za katedrou,,próza,,inventar,Zk910,koupena,no,no
1269,Pisen o Rolandovi,,poezie,,spotreba,Zk15/14,koupena,no,no
807,Pisen pisni - Salamounova,,poezie,,inventar,Zk959,koupena,no,no
612,Pisen pisni v ceskych prekladech 15. – 21. stoleti,,poezie,,inventar,Zk754,koupena,no,no
34,Pisne starodavneho lidu obecneho ceskeho,,poezie,,inventar,Zk77,koupena,no,no
46,Poezie starych Azteků,,poezie,,inventar,Zk94,koupena,no,no
1140,Povidky o muzich (soucasne ceske povidky),,próza,,spotreba,Zk11/38,koupena,no,no
1120,Rukopis Kralovedvorsky a Zelenohorsky,,poezie,,spotreba,Zk11/18,koupena,no,no
25,Ruske byliny,,próza,,inventar,Zk58,koupena,no,no
24,Recka lyrika,,poezie,,Inventar,Zk57,koupena,no,no
1235,Sedm svateb a jeden rozvod,,próza,,spotreba,Zk14/11,koupena,no,no
536,Skupina 42 - antologie,,poezie,,inventar,Zk674,koupena,no,no
3,Slovo o pluku Igorove,,poezie,,inventar,Zk4,koupena,no,no
87,Staroceska lyrika,,poezie,,inventar,Zk152,koupena,no,no
1112,Staroceske satiry Smilovy skoly,,poezie,,spotreba,Zk11/10,koupena,no,no
393,Stopy blesku – ceska povidka 90. let,,próza,,inventar,Zk516,koupena,no,no
653,Skola ceske grotesky,,poezie,,inventar,Zk796,koupena,no,no
831,Spalicek dobrych ceskych vtipů II,,próza,,inventar,Zk983,koupena,no,no
1211,Stastne a vesele,,próza,,spotreba,Zk13/60,koupena,no,no
1212,Stastne a vesele II,,próza,,spotreba,Zk13/61,koupena,no,no
731,Tenkrat za totace,,próza,,inventar,Zk881,koupena,no,no
2,Tristan a Izalda,,próza,,inventar,Zk2,koupena,no,no
778,Tri spanelske pikareskni romany,,próza,,inventar,Zk930,koupena,no,no
1227,Tvari v tvar,,próza,,spotreba,Zk14/3,koupena,no,no
753,Uz te nemiluju,,próza,,inventar,Zk903,koupena,no,no
77,Vysoka hra,,próza,,inventar,Zk138,koupena,no,no
,,"Adamsonova, Joy",,,,neni,darovana,,
,Muffin a caj,"Addair, Theo",,,,neni,darovana,,
,Popraviste,"Ajtmatov, Cingiz",,,,neni,darovana,,
,Pripad Azazel,"Akunin, Boris",,,,neni,darovana,,
,Povstani v Bosne,"Alberi, P.",,,,neni,darovana,,
,Bozska komedie,"Alighieri, Dante",,,,neni,darovana,,
,Egyptologove,"Amis, Kingsley",,,,neni,darovana,,
,Stastny Jim,"Amis, Kingsley",,,,neni,darovana,,
,Stastny Jim,"Amis, Kingsley",,,,neni,darovana,,
,Fletnove hodiny,"Andersen, Hans Christian",,,,neni,darovana,,
,Pohadky a povidky 2,"Andersen, Hans Christian",,,,neni,darovana,,
,Pohadky,"Andersen, Hans Christian",,,,neni,darovana,,
,"Tajemstvi muzů, ktera by kazda zena mela znat","Angelis, Barbara de",,,,neni,darovana,,
,Sel jsem sveta kraj,"Appelius, Mario",,,,neni,darovana,,
,Aurelian,"Aragon, Louis",,,,neni,darovana,,
,Strajchpudlici,"Arbes, Jakub",,,,neni,darovana,,
,Cerna bedynka,"Askenazy, Ludvik",,,,neni,darovana,,
,Detske etudy,"Askenazy, Ludvik",,,,neni,darovana,,
,Pribeh sluzebnice,"Atwoodova, Margaret",,,,neni,darovana,,
,Rozum a cit,"Austen, Jane",,,,neni,darovana,,
,Pycha a predsudek,"Austen, Jane",,,,neni,darovana,,
,Pycha a predsudek,"Austenova, Jane",,,,neni,darovana,,
,Zelena kobyla,"Ayme, Marcel",,,,neni,darovana,,
,Tri povidky z Chodska,"Baar, Jindrich Simon",,,,neni,darovana,,
,Hanyzka a Martinek,"Baar, Jindrich Simon",,,,neni,darovana,,
,Jan Cimbura,"Baar, Jindrich Simon",,,,neni,darovana,,
,Bratranec Pons,"Balzac, Honore de",,,,neni,darovana,,
,Otec Goriot,"Balzac, Honore de",,,,neni,darovana,,
,Sestrenice Beta,"Balzac, Honore de",,,,neni,darovana,,
,Lesk a bida kurtizan,"Balzac, Honore de",,,,neni,darovana,,
,Bratranec Pons,"Balzac, Honore de",,,,neni,darovana,,
,Evzenie Grandetova,"Balzac, Honore de",,,,neni,darovana,,
,Sestrenice Beta,"Balzac, Honore de",,,,neni,darovana,,
,Lesk a bida kurtizan,"Balzac, Honore de",,,,neni,darovana,,
,S eleganci jezka,"Barberyova, Muriel",,,,neni,darovana,,
,Na louceni nebyl cas,"Barclay, Linwood",,,,neni,darovana,,
,Slasti a strasti zivota s doktorem,"Bardova, Mary",,,,neni,darovana,,
,Cirkus Humberto,"Bass, Eduard",,,,neni,darovana,,
,Cirkus Humberto,"Bass, Eduard",,,,neni,darovana,,
,Cirkus Humberto,"Bass, Eduard",,,,neni,darovana,,
,Cirkus Humberto,"Bass, Eduard",,,,neni,darovana,,
,Klapzubova jedenactka,"Bass, Eduard",,,,neni,darovana,,
,Lide z maringotek,"Bass, Eduard",,,,neni,darovana,,
,Sean na musce,"Bateman, Colin",,,,neni,darovana,,
,Cyrano z Bergeracu,"Bednar, Kamil",,,,neni,darovana,,
,Chaloupka strycka Toma I,"Beecher – Stoweova, H. E.",,,,neni,darovana,,
,Chaloupka strycka Toma II,"Beecher – Stoweova, H. E.",,,,neni,darovana,,
,Můj pan Kolumbus,"Belfrage, Cedric",,,,neni,darovana,,
